trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2578,False,"{'a': 0.0015, 'e': 0.02095244359576181}",35,16,37.282267377995176,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2579,False,"{'a': 0.0015, 'e': 0.020921038490085878}",35,26,15.655810278762267,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2580,False,"{'a': 0.0015, 'e': 0.020889680456755377}",20,0,30.76392393913614,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2581,False,"{'a': 0.0015, 'e': 0.020858369425214716}",20,9,16.650056684085072,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2582,False,"{'a': 0.0015, 'e': 0.020827105325014063}",30,11,18.508692512926565,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
2583,False,"{'a': 0.0015, 'e': 0.020795888085809178}",30,18,23.105751647134976,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2584,False,"{'a': 0.0015, 'e': 0.020764717637361256}",35,21,26.78421210982237,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2585,False,"{'a': 0.0015, 'e': 0.02073359390953679}",20,0,31.938303900308377,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2586,False,"{'a': 0.0015, 'e': 0.020702516832307356}",20,12,17.477377364684155,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2587,False,"{'a': 0.0015, 'e': 0.02067148633574953}",25,8,31.016652749642525,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2588,False,"{'a': 0.0015, 'e': 0.020640502350044682}",20,11,14.24864387050065,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2589,False,"{'a': 0.0015, 'e': 0.020609564805478826}",20,15,9.532412377044984,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2590,False,"{'a': 0.0015, 'e': 0.02057867363244248}",20,6,20.247272968320853,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2591,False,"{'a': 0.0015, 'e': 0.02054782876143049}",25,0,39.84796271266784,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2592,False,"{'a': 0.0015, 'e': 0.020517030123041877}",20,7,23.851969815529344,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2593,False,"{'a': 0.0015, 'e': 0.020486277647979705}",20,6,-23.62911498759182,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
2594,False,"{'a': 0.0015, 'e': 0.02045557126705088}",20,12,12.544608385905454,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2595,False,"{'a': 0.0015, 'e': 0.020424910911166032}",20,4,20.354081135227474,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
2596,False,"{'a': 0.0015, 'e': 0.020394296511339352}",20,0,26.959483613428233,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2597,False,"{'a': 0.0015, 'e': 0.020363727998688425}",25,7,35.643251374036254,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2598,False,"{'a': 0.0015, 'e': 0.020333205304434086}",20,6,23.729052698006367,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2599,False,"{'a': 0.0015, 'e': 0.02030272835990026}",20,2,27.950366419933296,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2600,False,"{'a': 0.0015, 'e': 0.020272297096513812}",25,14,23.600202501672523,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2601,False,"{'a': 0.0015, 'e': 0.02024191144580439}",25,13,21.706614390424736,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2602,False,"{'a': 0.0015, 'e': 0.020211571339404252}",25,16,10.03824296289566,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
2603,False,"{'a': 0.0015, 'e': 0.020181276709048155}",30,14,32.96000886027091,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2604,False,"{'a': 0.0015, 'e': 0.020151027486573166}",30,23,15.0548747672816,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2605,False,"{'a': 0.0015, 'e': 0.020120823603918526}",20,1,32.653104873035694,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2606,False,"{'a': 0.0015, 'e': 0.02009066499312548}",35,11,38.49080572114178,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2607,False,"{'a': 0.0015, 'e': 0.020060551586337145}",30,4,46.2796089316888,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
2608,False,"{'a': 0.0015, 'e': 0.02003048331579835}",30,17,20.441367908026514,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2609,False,"{'a': 0.0015, 'e': 0.02000046011385546}",25,19,9.312130238792278,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2610,False,"{'a': 0.0015, 'e': 0.019970481912956264}",20,16,7.50503014639016,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2611,False,"{'a': 0.0015, 'e': 0.019940548645649796}",25,16,20.28323058489614,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2612,False,"{'a': 0.0015, 'e': 0.019910660244586192}",20,14,11.179225739697161,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2613,False,"{'a': 0.0015, 'e': 0.01988081664251654}",20,3,27.77092379223363,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2614,False,"{'a': 0.0015, 'e': 0.019851017772292718}",20,12,14.295327545912407,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2615,False,"{'a': 0.0015, 'e': 0.01982126356686726}",35,9,50.7412888745609,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
2616,False,"{'a': 0.0015, 'e': 0.0197915539592932}",20,12,15.08636403878574,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2617,False,"{'a': 0.0015, 'e': 0.019761888882723885}",25,11,26.30497890480104,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2618,False,"{'a': 0.0015, 'e': 0.019732268270412898}",25,5,31.712627326611877,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2619,False,"{'a': 0.0015, 'e': 0.01970269205571384}",25,8,31.034384879306018,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2620,False,"{'a': 0.0015, 'e': 0.019673160172080224}",25,19,11.99551909260193,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2621,False,"{'a': 0.0015, 'e': 0.019643672553065292}",20,12,16.75406551273113,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2622,False,"{'a': 0.0015, 'e': 0.01961422913232189}",20,6,20.88524803323504,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2623,False,"{'a': 0.0015, 'e': 0.019584829843602315}",25,2,35.73769094327781,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2624,False,"{'a': 0.0015, 'e': 0.019555474620758153}",20,11,17.339402576992285,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2625,False,"{'a': 0.0015, 'e': 0.019526163397740135}",20,15,8.6881224762418,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2626,False,"{'a': 0.0015, 'e': 0.019496896108597995}",20,15,-34.387098220179325,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
2627,False,"{'a': 0.0015, 'e': 0.019467672687480328}",35,19,28.265329578260037,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2628,False,"{'a': 0.0015, 'e': 0.01943849306863442}",20,12,15.008592373227101,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2629,False,"{'a': 0.0015, 'e': 0.019409357186406115}",20,12,17.57560825732316,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2630,False,"{'a': 0.0015, 'e': 0.019380264975239668}",25,15,16.51479237713256,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2631,False,"{'a': 0.0015, 'e': 0.01935121636967759}",20,6,31.604664680850455,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2632,False,"{'a': 0.0015, 'e': 0.019322211304360522}",25,0,26.198613718859843,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
2633,False,"{'a': 0.0015, 'e': 0.019293249714027027}",25,19,10.861499019992829,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2634,False,"{'a': 0.0015, 'e': 0.019264331533513528}",20,13,10.981260725848507,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2635,False,"{'a': 0.0015, 'e': 0.01923545669775411}",30,14,31.561087115624993,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2636,False,"{'a': 0.0015, 'e': 0.019206625141780374}",25,14,20.483093817218535,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2637,False,"{'a': 0.0015, 'e': 0.01917783680072131}",30,16,28.252027794167883,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2638,False,"{'a': 0.0015, 'e': 0.01914909160980314}",20,16,7.283917138211682,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2639,False,"{'a': 0.0015, 'e': 0.019120389504349168}",25,10,24.15154472356888,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2640,False,"{'a': 0.0015, 'e': 0.019091730419779657}",25,8,30.7402515548763,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2641,False,"{'a': 0.0015, 'e': 0.019063114291611637}",25,11,26.08507428334639,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2642,False,"{'a': 0.0015, 'e': 0.019034541055458813}",25,8,28.83506035342861,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2643,False,"{'a': 0.0015, 'e': 0.019006010647031397}",20,14,8.434809014419397,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2644,False,"{'a': 0.0015, 'e': 0.018977523002135954}",20,7,10.489831429047898,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2645,False,"{'a': 0.0015, 'e': 0.01894907805667527}",25,13,19.621784562819347,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2646,False,"{'a': 0.0015, 'e': 0.01892067574664821}",25,0,37.50943395416174,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2647,False,"{'a': 0.0015, 'e': 0.01889231600814957}",30,0,42.657821025386596,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
2648,False,"{'a': 0.0015, 'e': 0.018863998777369908}",25,12,25.704937165657444,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2649,False,"{'a': 0.0015, 'e': 0.018835723990595455}",20,2,15.140855637624018,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
2650,False,"{'a': 0.0015, 'e': 0.018807491584207928}",25,18,15.555850273321495,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2651,False,"{'a': 0.0015, 'e': 0.0187793014946844}",20,16,7.042468138239376,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2652,False,"{'a': 0.0015, 'e': 0.018751153658597156}",25,17,12.85702693731111,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2653,False,"{'a': 0.0015, 'e': 0.018723048012613555}",20,13,12.443232521913133,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2654,False,"{'a': 0.0015, 'e': 0.018694984493495884}",20,8,24.83168436307341,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2655,False,"{'a': 0.0015, 'e': 0.018666963038101215}",35,13,-2.1902753919694207,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
2656,False,"{'a': 0.0015, 'e': 0.01863898358338125}",20,5,23.579669437889613,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2657,False,"{'a': 0.0015, 'e': 0.01861104606638221}",20,9,20.637540618939468,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2658,False,"{'a': 0.0015, 'e': 0.01858315042424467}",30,8,41.23724026095972,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2659,False,"{'a': 0.0015, 'e': 0.01855529659420343}",25,5,33.29914931897641,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2660,False,"{'a': 0.0015, 'e': 0.01852748451358735}",25,0,40.43143623962049,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
2661,False,"{'a': 0.0015, 'e': 0.018499714119819242}",20,15,12.013942460226993,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2662,False,"{'a': 0.0015, 'e': 0.018471985350415707}",20,10,20.77932791066244,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2663,False,"{'a': 0.0015, 'e': 0.018444298142987012}",30,19,19.68849487446639,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2664,False,"{'a': 0.0015, 'e': 0.018416652435236915}",20,6,25.201170658603562,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2665,False,"{'a': 0.0015, 'e': 0.018389048164962566}",35,10,36.612301704080615,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
2666,False,"{'a': 0.0015, 'e': 0.018361485270054344}",20,10,16.80059588951726,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2667,False,"{'a': 0.0015, 'e': 0.018333963688495727}",20,0,27.441428859261112,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2668,False,"{'a': 0.0015, 'e': 0.01830648335836315}",20,9,17.411015274831392,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2669,False,"{'a': 0.0015, 'e': 0.018279044217825845}",30,14,25.79349265497366,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2670,False,"{'a': 0.0015, 'e': 0.018251646205145744}",20,13,17.046202687314626,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2671,False,"{'a': 0.0015, 'e': 0.018224289258677303}",30,18,24.233350180621514,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2672,False,"{'a': 0.0015, 'e': 0.01819697331686738}",20,0,28.090883699176587,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2673,False,"{'a': 0.0015, 'e': 0.0181696983182551}",25,14,19.93364139668024,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2674,False,"{'a': 0.0015, 'e': 0.0181424642014717}",25,19,11.832523713933456,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2675,False,"{'a': 0.0015, 'e': 0.01811527090524041}",20,10,16.683337860379805,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2676,False,"{'a': 0.0015, 'e': 0.0180881183683763}",20,9,24.12968493107014,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2677,False,"{'a': 0.0015, 'e': 0.018061006529786143}",25,20,8.942858299274747,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2678,False,"{'a': 0.0015, 'e': 0.018033935328468302}",30,12,31.076292489411316,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2679,False,"{'a': 0.0015, 'e': 0.018006904703512558}",30,18,22.578974866456154,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2680,False,"{'a': 0.0015, 'e': 0.01797991459409999}",35,0,54.44030001753403,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",1
2681,False,"{'a': 0.0015, 'e': 0.01795296493950285}",25,11,27.07649333031975,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2682,False,"{'a': 0.0015, 'e': 0.017926055679084393}",25,17,15.30856257893334,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2683,False,"{'a': 0.0015, 'e': 0.017899186752298794}",20,6,28.48465180931776,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2684,False,"{'a': 0.0015, 'e': 0.017872358098690925}",20,12,11.003543987653218,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2685,False,"{'a': 0.0015, 'e': 0.017845569657896316}",35,23,23.55596839251363,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2686,False,"{'a': 0.0015, 'e': 0.017818821369640966}",20,0,32.50941052842025,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2687,False,"{'a': 0.0015, 'e': 0.017792113173741214}",35,15,35.813810568358875,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2688,False,"{'a': 0.0015, 'e': 0.01776544501010361}",25,15,9.19852549916185,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2689,False,"{'a': 0.0015, 'e': 0.017738816818724773}",35,14,30.85250824450446,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
2690,False,"{'a': 0.0015, 'e': 0.017712228539691264}",25,16,15.429372699783189,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2691,False,"{'a': 0.0015, 'e': 0.017685680113179437}",20,9,15.347550232897277,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2692,False,"{'a': 0.0015, 'e': 0.01765917147945533}",20,0,29.911487733402616,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2693,False,"{'a': 0.0015, 'e': 0.0176327025788745}",20,6,23.837756145512554,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2694,False,"{'a': 0.0015, 'e': 0.01760627335188191}",30,16,20.711310450873995,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2695,False,"{'a': 0.0015, 'e': 0.017579883739011794}",20,12,16.229991652646483,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2696,False,"{'a': 0.0015, 'e': 0.017553533680887502}",25,12,18.52630833243017,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2697,False,"{'a': 0.0015, 'e': 0.0175272231182214}",25,17,13.875080753700914,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2698,False,"{'a': 0.0015, 'e': 0.017500951991814725}",25,15,18.10196423471967,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2699,False,"{'a': 0.0015, 'e': 0.017474720242557397}",30,15,27.586752971380793,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2700,False,"{'a': 0.0015, 'e': 0.017448527811427986}",25,7,26.194095312400215,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2701,False,"{'a': 0.0015, 'e': 0.017422374639493515}",30,13,35.128294846522714,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2702,False,"{'a': 0.0015, 'e': 0.017396260667909332}",20,0,29.184914310277428,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2703,False,"{'a': 0.0015, 'e': 0.017370185837918987}",20,10,5.232786506172398,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2704,False,"{'a': 0.0015, 'e': 0.01734415009085411}",25,11,23.331241595400652,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2705,False,"{'a': 0.0015, 'e': 0.017318153368134255}",20,2,29.990537052827108,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2706,False,"{'a': 0.0015, 'e': 0.01729219561126678}",35,18,34.18279374070257,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2707,False,"{'a': 0.0015, 'e': 0.01726627676184673}",25,18,12.101381902494778,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2708,False,"{'a': 0.0015, 'e': 0.017240396761556677}",20,1,28.002232838851913,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2709,False,"{'a': 0.0015, 'e': 0.017214555552166607}",25,10,29.15438521102884,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2710,False,"{'a': 0.0015, 'e': 0.017188753075533796}",25,18,13.231674615174377,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2711,False,"{'a': 0.0015, 'e': 0.017162989273602654}",30,6,40.101950891263165,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2712,False,"{'a': 0.0015, 'e': 0.017137264088404623}",25,11,22.794662976250546,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2713,False,"{'a': 0.0015, 'e': 0.017111577462058016}",20,16,7.527971388561132,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2714,False,"{'a': 0.0015, 'e': 0.017085929336767933}",20,15,8.75100400333475,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2715,False,"{'a': 0.0015, 'e': 0.017060319654826052}",20,10,14.889742465471185,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2716,False,"{'a': 0.0015, 'e': 0.01703474835861059}",25,10,21.35868851390286,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2717,False,"{'a': 0.0015, 'e': 0.017009215390586124}",35,26,16.846618900805137,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2718,False,"{'a': 0.0015, 'e': 0.01698372069330346}",25,8,32.075155884107716,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2719,False,"{'a': 0.0015, 'e': 0.016958264209399526}",20,16,6.885340964324823,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2720,False,"{'a': 0.0015, 'e': 0.016932845881597214}",20,12,14.131539919964762,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2721,False,"{'a': 0.0015, 'e': 0.01690746565270528}",25,0,36.04395315678948,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2722,False,"{'a': 0.0015, 'e': 0.016882123465618192}",25,10,24.1455507717021,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2723,False,"{'a': 0.0015, 'e': 0.01685681926331603}",30,10,34.13410699538899,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2724,False,"{'a': 0.0015, 'e': 0.01683155298886432}",25,17,13.079358729228822,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2725,False,"{'a': 0.0015, 'e': 0.016806324585413937}",25,12,24.51730971675702,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2726,False,"{'a': 0.0015, 'e': 0.01678113399620096}",25,6,33.834830051705076,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2727,False,"{'a': 0.0015, 'e': 0.016755981164546553}",20,16,7.595584726300281,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2728,False,"{'a': 0.0015, 'e': 0.016730866033856838}",20,8,11.662846602558135,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2729,False,"{'a': 0.0015, 'e': 0.016705788547622755}",25,2,33.4913587556505,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2730,False,"{'a': 0.0015, 'e': 0.016680748649419968}",30,18,-0.1577101104822487,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
2731,False,"{'a': 0.0015, 'e': 0.016655746282908664}",20,6,21.491551815437372,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2732,False,"{'a': 0.0015, 'e': 0.01663078139183352}",25,14,14.852518241482812,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2733,False,"{'a': 0.0015, 'e': 0.01660585392002353}",20,10,20.061997297381847,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2734,False,"{'a': 0.0015, 'e': 0.01658096381139186}",25,2,33.73326122626027,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2735,False,"{'a': 0.0015, 'e': 0.016556111009935766}",20,0,26.342944028723167,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2736,False,"{'a': 0.0015, 'e': 0.016531295459736427}",25,17,16.49091999611467,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2737,False,"{'a': 0.0015, 'e': 0.016506517104958845}",30,12,31.995677625821887,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2738,False,"{'a': 0.0015, 'e': 0.016481775889851714}",20,11,18.020468475383893,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2739,False,"{'a': 0.0015, 'e': 0.016457071758747287}",20,4,27.278438249967362,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2740,False,"{'a': 0.0015, 'e': 0.016432404656061262}",25,10,23.69045792617652,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2741,False,"{'a': 0.0015, 'e': 0.016407774526292645}",25,9,27.400643916060975,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2742,False,"{'a': 0.0015, 'e': 0.016383181314023634}",20,13,15.42437973714645,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2743,False,"{'a': 0.0015, 'e': 0.01635862496391949}",20,0,26.114932708351056,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2744,False,"{'a': 0.0015, 'e': 0.01633410542072842}",20,0,28.459033885133525,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2745,False,"{'a': 0.0015, 'e': 0.01630962262928145}",25,17,16.06697490358323,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2746,False,"{'a': 0.0015, 'e': 0.016285176534492258}",25,1,38.298268552306354,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2747,False,"{'a': 0.0015, 'e': 0.016260767081357142}",25,10,-14.957890650586016,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
2748,False,"{'a': 0.0015, 'e': 0.01623639421495482}",20,13,11.505726526157803,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2749,False,"{'a': 0.0015, 'e': 0.016212057880446332}",30,6,40.42518860228427,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2750,False,"{'a': 0.0015, 'e': 0.016187758023074914}",25,12,21.85079146108466,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2751,False,"{'a': 0.0015, 'e': 0.016163494588165874}",20,13,13.342186082277992,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2752,False,"{'a': 0.0015, 'e': 0.01613926752112648}",20,0,35.36340580848433,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2753,False,"{'a': 0.0015, 'e': 0.016115076767445814}",25,15,17.80472447153472,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2754,False,"{'a': 0.0015, 'e': 0.016090922272694676}",20,0,33.456307852031216,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2755,False,"{'a': 0.0015, 'e': 0.01606680398252544}",20,12,17.56360037217791,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2756,False,"{'a': 0.0015, 'e': 0.016042721842671942}",20,12,16.08889738246449,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2757,False,"{'a': 0.0015, 'e': 0.016018675798949358}",20,11,15.389406645744577,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2758,False,"{'a': 0.0015, 'e': 0.01599466579725408}",20,16,9.94527511908766,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
